word,drift_score
कामी,0.7547940611839294
अनियंत्रित,0.7547369599342346
मांगलिक,0.7545197606086731
मग,0.7542591094970703
जिप,0.7542256712913513
पुताई,0.7541805505752563
टिकरी,0.7540839910507202
सीसे,0.754034161567688
कन्वर्ट,0.7539499998092651
धरम,0.7538626194000244
हिम,0.7537435293197632
कैप्चर,0.7535631656646729
रेनबो,0.7528696060180664
रज,0.7527291774749756
अन्यत्र,0.7527123689651489
चाक,0.7526379823684692
हूए,0.752433180809021
रोस्टर,0.7521553635597229
एप्रोच,0.7520489692687988
सरपट,0.7520110011100769
गढ़,0.7519298195838928
सेही,0.7519087195396423
अैर,0.7518982291221619
मैजिक,0.7517427802085876
नागवार,0.7515926361083984
केसी,0.7514474987983704
छबि,0.7512567043304443
पालकी,0.7508708238601685
जोभी,0.7508230209350586
लाव,0.7507275342941284
ड्राप,0.7507262825965881
मिलर,0.7505351305007935
आवक,0.7504494190216064
दोर,0.7503126263618469
लाबी,0.7502217292785645
चे,0.7501427531242371
सरमा,0.7500492334365845
कन्नी,0.7500461339950562
फिनिश,0.7500127553939819
सायर,0.7498811483383179
समन,0.749706506729126
चीमा,0.7496764063835144
शीर्षक,0.7495131492614746
रूदन,0.7494488954544067
छबीले,0.7492998242378235
निकटतम,0.7492878437042236
आेर,0.7491315007209778
बेरा,0.7491230964660645
वेदी,0.7489005327224731
इनसो,0.7488821744918823
अछा,0.74886155128479
मानक,0.7488127946853638
अखरोट,0.7487924098968506
नोन,0.7487890720367432
हंट,0.7486743927001953
वीडीओ,0.7482203841209412
डायवर्ट,0.7479718923568726
पते,0.7478551864624023
यंग,0.7476627826690674
संकर,0.7475827932357788
परता,0.7475723624229431
यकीनी,0.7474275827407837
दादरी,0.7474105358123779
केव,0.7470594644546509
चकाचक,0.7469883561134338
ओलाद,0.7467113733291626
कोठी,0.7466827630996704
यावर,0.7466481328010559
नागपुरी,0.7466316819190979
हीत,0.7465219497680664
तिसरा,0.7464620471000671
मूट,0.7463909387588501
पें,0.7462735176086426
हुल,0.746231198310852
डाग,0.7456825971603394
हसली,0.7451923489570618
शाप,0.7450305223464966
पेरोल,0.7449631690979004
पिके,0.7449449300765991
दुग्गल,0.7449314594268799
सघन,0.7449053525924683
केजी,0.7444387674331665
कोविद,0.7443743944168091
कटक,0.7443606853485107
गाज,0.7443438768386841
हिसार,0.7443125247955322
केयू,0.7441434264183044
बगला,0.7440086603164673
अौर,0.7438757419586182
आही,0.7438415288925171
क्लीनर,0.743749737739563
ग्रांट,0.7435483336448669
बीके,0.7434134483337402
रेंजर,0.7432422637939453
बंडल,0.7432305216789246
राबिश,0.7432041168212891
तंबू,0.7430779933929443
तन्खा,0.7430498600006104
डंग,0.7430144548416138
मैक्स,0.7428508400917053
बवाना,0.7427622079849243
टेल,0.7427518367767334
अमोल,0.742682695388794
कुंडल,0.7426272630691528
दंग,0.7425942420959473
अलाव,0.7424843311309814
घटे,0.7424114346504211
करनाल,0.7423784732818604
हल्द्वानी,0.7422562837600708
किशोरी,0.7421565055847168
याही,0.7419533729553223
खंगाला,0.7415632009506226
अख्तियार,0.7415556907653809
कुली,0.7415018677711487
मैराथन,0.7414303421974182
मनसा,0.7413245439529419
शेल्टर,0.741264820098877
विंडो,0.7411935925483704
ऐक,0.7411918640136719
छेत्र,0.7411620020866394
कोठा,0.7408034205436707
चु,0.7407784461975098
गृहस्थी,0.7404505014419556
मुक्कमल,0.7404401302337646
बंच,0.7402685880661011
मेँ,0.7402397394180298
कुक,0.7401863932609558
भन्ने,0.7401735782623291
हैंडपंप,0.7400393486022949
अल्फा,0.7398971319198608
सर्जन,0.739537239074707
साव,0.7393568158149719
सांकेतिक,0.7392938733100891
सीए,0.7392592430114746
वर्जन,0.7391167879104614
है़,0.7390650510787964
राजाजी,0.7390185594558716
दमकल,0.738892138004303
नप,0.7388354539871216
सोडियम,0.7387919425964355
पटा,0.7386616468429565
टली,0.7385938763618469
आरजे,0.7385289669036865
दावानल,0.7385228276252747
लूला,0.7384458184242249
मेख,0.7384210824966431
ओट,0.7384117841720581
भोट,0.7383531332015991
संभ्रांत,0.7382498383522034
कछ,0.7380321621894836
सूबे,0.7379965782165527
मवाली,0.737968921661377
शाही,0.7379435896873474
स्काउट,0.737929105758667
मनकी,0.7378849983215332
राई,0.7378649711608887
तल,0.7376299500465393
पेलो,0.7376002073287964
न्यौता,0.7374991178512573
केब,0.737483561038971
ईश,0.7374303936958313
केटी,0.737332284450531
शा,0.7372615337371826
खैल,0.7371869087219238
एका,0.736907422542572
सज्जन,0.7368353009223938
अजंता,0.7368022799491882
चिरकुट,0.7367293238639832
मानसी,0.7365226745605469
फोरम,0.7364687919616699
कुरसी,0.7363030910491943
सूरी,0.7362197637557983
मय,0.7360227108001709
हुकम,0.7360202670097351
रोधी,0.7358832359313965
लौरा,0.7358607649803162
अमला,0.735816240310669
गुरेज,0.7357418537139893
स्कोर,0.7357243299484253
पेच,0.7356307506561279
गंगवार,0.7354346513748169
ओआईसी,0.7352579236030579
राबिस,0.7352427244186401
भादवा,0.7352278232574463
हायर,0.7351058721542358
सामी,0.7350183725357056
अप्रिय,0.7345567345619202
बर्क,0.734478771686554
यदा,0.7344722151756287
खरब,0.7343130111694336
ठेर,0.7342694401741028
यूसी,0.7341862916946411
वोकल,0.7340595126152039
पूलिस,0.7339538335800171
नैनो,0.7339056134223938
मील,0.7338876128196716
अप्रोच,0.7335079908370972
क्यू,0.733415961265564
मिश्राइन,0.7334129214286804
तोगड़िया,0.7332701683044434
भास्कर,0.733078122138977
ईए,0.7330508232116699
सूरमा,0.7330049872398376
बहुंत,0.7329749464988708
रिबन,0.732757568359375
ढग,0.7327361106872559
तिरछी,0.732730507850647
आडी,0.7326534986495972
परिणीति,0.7323694825172424
रायते,0.7322605848312378
वानखेड़े,0.7322468161582947
खचाखच,0.7322112321853638
सकल,0.7322059869766235
हआ,0.7322027087211609
स्टाल,0.732047975063324
मदार,0.7319759726524353
रोवर,0.7318793535232544
कोही,0.7318751811981201
कनवर्ट,0.7316861152648926
पुंजी,0.7316606044769287
फड़,0.7315984964370728
आगा,0.7315322160720825
रेन,0.7313278317451477
ड्रा,0.7311453223228455
धंस,0.7311345338821411
जुठी,0.7310758829116821
निहार,0.7309938073158264
पुंजा,0.7308762669563293
हलके,0.7308643460273743
क्रेज,0.7308502793312073
ग्रोवर,0.7307034134864807
खंगाल,0.7306134700775146
कसी,0.7305335998535156
संबित,0.7304438352584839
खुराना,0.730428159236908
मद,0.7303968071937561
चुटिया,0.7300814986228943
कैलेंडर,0.7300321459770203
टूल,0.730002760887146
स्पंज,0.7299854755401611
काेई,0.7298612594604492
एकल,0.7298144698143005
चौपाल,0.7295081615447998
शरू,0.7294778227806091
आतमा,0.7294490933418274
सांत,0.7292402982711792
एलजी,0.729230523109436
मारवाड़ी,0.7291755080223083
पंती,0.728926956653595
जोया,0.7288318872451782
केचुआ,0.7287798523902893
मन्ना,0.7287752628326416
हैे,0.7287145853042603
हंग,0.7282363176345825
अम,0.7280868291854858
मोहले,0.727645218372345
आंशू,0.7276315093040466
सूत्र,0.727551281452179
आड़े,0.7273590564727783
एनआरसी,0.7273502349853516
खुन,0.7273167371749878
साज,0.7272599935531616
इमलाल,0.7272412776947021
निकट,0.7271673679351807
लूना,0.7271499633789062
मज,0.7271150946617126
बावन,0.7271147966384888
कैरल,0.7271113991737366
वस,0.7271047830581665
धराये,0.7270810604095459
चौकस,0.7270424962043762
बस्ते,0.7270417809486389
मारामारी,0.7270293235778809
क्रम,0.727001428604126
हील,0.7269972562789917
जायरा,0.726980984210968
पामर,0.7269649505615234
थोरी,0.7268362641334534
कार्मिक,0.7267601490020752
आर्दश,0.7266008257865906
सिंगार,0.7264899611473083
क्रिटिकल,0.7264321446418762
खैर,0.7261615991592407
बहुतायत,0.726114809513092
मसलन,0.7260416150093079
सबद,0.7259020209312439
बैंच,0.7258994579315186
हरामी,0.7258692979812622
फफूंद,0.7258187532424927
पेसा,0.7256776094436646
फा,0.7256091833114624
पारुल,0.7255655527114868
छावनी,0.7255347371101379
हए,0.7254966497421265
पद्मावत,0.7253791093826294
रीस,0.7252748608589172
फोक,0.7252211570739746
े,0.7251633405685425
नगीना,0.725136399269104
गनीमत,0.725136399269104
आरा,0.7251221537590027
छीपा,0.7250998020172119
फॉल,0.7250389456748962
बसु,0.7250239849090576
रावलपिंडी,0.7248419523239136
पिर,0.7246707677841187
सांता,0.7246376276016235
शिल्प,0.7242282629013062
एनडी,0.7242045402526855
तरार,0.7240828275680542
पांडू,0.7240188717842102
एडी,0.7239764928817749
दारोमदार,0.7239015102386475
रमना,0.7238751649856567
केमरा,0.7238388657569885
गुरुवार,0.7238060235977173
सबी,0.7237564325332642
सोभा,0.7237311601638794
हाट,0.723684549331665
एलए,0.7236151695251465
खटारा,0.7235885858535767
ईगल,0.7235817909240723
खेप,0.723518431186676
जीके,0.7234882116317749
टेटे,0.7234402298927307
कूछ,0.7234128713607788
सुकर,0.7233092188835144
अंबर,0.7232813835144043
केके,0.7232382893562317
मूढ़,0.7231537103652954
टेन,0.723077654838562
बैली,0.7230672240257263
चैना,0.7230643033981323
चाबुक,0.7230086326599121
रार,0.7227665185928345
सोहर,0.7224980592727661
हरमन,0.7224724888801575
बोगस,0.7224055528640747
संका,0.7223572731018066
स्वांग,0.7222409248352051
चकल्लस,0.7221686244010925
हस्त,0.7220943570137024
ऐंठा,0.7218888401985168
बर्न,0.7218595147132874
अर,0.721825122833252
दंगल,0.721779465675354
वैद,0.7214797139167786
दीवानी,0.721398651599884
सादात,0.7213470935821533
डिक्की,0.7211942672729492
गैलरी,0.7210814356803894
नूह,0.7208637595176697
मैदा,0.720855712890625
उचक,0.7208426594734192
नियत,0.7207300066947937
साइडर,0.7207183837890625
साय,0.7206931710243225
वैगन,0.7206472754478455
रागी,0.7206343412399292
मीटू,0.7205979824066162
रबिश,0.7204790711402893
सठिया,0.720333993434906
खाज,0.7202741503715515
पांडुरंग,0.720138669013977
बग,0.72010338306427
नेगी,0.7200452089309692
विच,0.7197824716567993
नेकपा,0.719754695892334
रैन,0.719718337059021
डेक,0.7196906208992004
दरी,0.7196727395057678
जीबी,0.7195451855659485
हलका,0.7194588780403137
चपड़,0.7194429039955139
अछूता,0.7194142937660217
मनाली,0.7194029688835144
कृष,0.7193626165390015
डमी,0.7193598747253418
प्रजापत,0.7193549871444702
तड़ीपार,0.7193467617034912
प्रोपगंडा,0.7193227410316467
मानौता,0.7192660570144653
टटोल,0.7191335558891296
किश्त,0.7190990447998047
कैसल,0.719028890132904
धू,0.7190169095993042
सफ़र,0.7189915776252747
बैरक,0.7187869548797607
मोई,0.7185702323913574
निरोधक,0.7184677720069885
बिक्रम,0.7184299230575562
चार्टर,0.7183990478515625
पिट्ठू,0.7183892130851746
बदी,0.7183538675308228
अंजुमन,0.7183023691177368
बेनी,0.7181128263473511
मजनू,0.7179781198501587
चौंक,0.7179126739501953
डीबेट,0.7179010510444641
असला,0.717877209186554
बेलन,0.7178407907485962
डल,0.7178261280059814
ताे,0.7177828550338745
ओंकार,0.7175682783126831
पास्ट,0.7175461053848267
स्वाइन,0.7174906134605408
झाले,0.7173646688461304
हुकुम,0.7173645496368408
करतब,0.7172079682350159
ऋ,0.7171733379364014
तबले,0.7171119451522827
बैरी,0.7170159220695496
मज्जा,0.7167456150054932
डिवेट,0.7166731953620911
पेदा,0.7166383862495422
अधर,0.7165802717208862
वाशी,0.7165210247039795
खर्राटा,0.7164145112037659
धांसू,0.7163680791854858
गामी,0.7163246273994446
राजकरण,0.7162518501281738
नयना,0.7162453532218933
बन्ना,0.7161992788314819
अपराजिता,0.7161605954170227
तितर,0.7161577343940735
माझे,0.7161295413970947
आवाहन,0.7161073088645935
तुंग,0.7159913778305054
पीत,0.7159446477890015
मुन्नाभाई,0.7158835530281067
इसीके,0.7158679366111755
टपरी,0.7158507704734802
इसीतरह,0.7158376574516296
जैल,0.7157720327377319
एबीएम,0.7157647609710693
धता,0.7156392335891724
ठा,0.7155718207359314
जीवी,0.7154927849769592
जत्था,0.7154395580291748
बावा,0.7154386639595032
हाजरी,0.715421199798584
सूकर,0.7153170704841614
परी,0.7152842283248901
डफर,0.7152578830718994
पलटन,0.7151604890823364
कूप,0.7150698900222778
बुढ्ढा,0.7150338888168335
डींग,0.7150068283081055
लंग,0.7148809432983398
टपा,0.7147858142852783
खैला,0.7146396636962891
इको,0.7146350741386414
कठुआ,0.714553952217102
लौंडा,0.7145195007324219
झांकी,0.7145125865936279
बीम,0.7144766449928284
भगोड़े,0.7143675088882446
बेला,0.7143389582633972
इब,0.7142289876937866
जतन,0.7141640186309814
भन्नू,0.7141626477241516
भट्ठा,0.7140148878097534
बहरहाल,0.7139506340026855
मूसल,0.7138973474502563
सुआर,0.7138595581054688
मीन,0.7137718200683594
पत,0.7137198448181152
अमूमन,0.7136141061782837
घ,0.7136110067367554
लाक,0.7136034369468689
रिमझिम,0.7134935855865479
एवेन्यू,0.7133915424346924
सुपुर्द,0.713344395160675
अकस्मात,0.7132889032363892
ठन,0.7132284641265869
पीडीएफ,0.7131490707397461
अचरज,0.7129974961280823
शय,0.7129621505737305
बउआ,0.7128504514694214
बधिया,0.7128164768218994
मनसुख,0.7127695083618164
लॉरी,0.7127541303634644
सीवा,0.7127495408058167
शंघाई,0.7126662135124207
जठेड़ी,0.7124935388565063
कामिल,0.7124607563018799
ग्रिड,0.7124526500701904
कोण,0.7123462557792664
जुड़वा,0.7122936248779297
बेरी,0.7122668027877808
अैार,0.7121919393539429
मिलाप,0.7121157646179199
कूटा,0.7121152877807617
अन,0.712113618850708
कुलभूषण,0.7120453715324402
कदाचित,0.7119908332824707
बंड,0.7119180560112
पीओ,0.7119125723838806
वहीँ,0.7119030952453613
बाभन,0.7117947936058044
कन्वर्जन,0.7117643356323242
ऊमर,0.71174556016922
अदद,0.7116643190383911
कोटेदार,0.7115978002548218
सपोले,0.7115388512611389
हथनी,0.7114654183387756
बौल,0.7113684415817261
डायल,0.7113631367683411
मलिन,0.7113553285598755
हथरस,0.7112974524497986
कोढ़,0.7112740278244019
चुंकि,0.7111610174179077
मेंं,0.7111588716506958
जीस,0.7110410332679749
औंर,0.7110400795936584
माफिक,0.7110377550125122
नौच,0.7110241651535034
ऐर,0.7109406590461731
ममी,0.7108972668647766
टीन,0.7108657360076904
बख्शी,0.7108508348464966
फिजिशियन,0.7108149528503418
घाल,0.7107928991317749
नापी,0.7107673287391663
दाश,0.7106903791427612
रिंग,0.710641622543335
शमश,0.7106284499168396
काे,0.7106123566627502
लाड़,0.7106047868728638
सियावर,0.7105961441993713
लाट,0.7103804349899292
पल्स,0.7103651762008667
पात्रा,0.710283637046814
पुत,0.7102572917938232
ठौर,0.7102115154266357
सारस,0.7102074027061462
नेही,0.710186779499054
सारणी,0.710151195526123
जीका,0.7100035548210144
भदोही,0.709861159324646
कुंजी,0.7098126411437988
शगुन,0.7097563743591309
मुनादी,0.7096893191337585
ज्वर,0.709684431552887
उच्चतर,0.7096068859100342
पुश,0.7096025943756104
तड़ीपार,0.7095909118652344
वरण,0.7095624208450317
सीर,0.7095255851745605
जाब,0.7095189094543457
रिहर्सल,0.7094671130180359
कलाल,0.7093980312347412
बावला,0.7093862891197205
जैक,0.7093557715415955
साभार,0.7093529105186462
ऊना,0.7092912793159485
आभी,0.7092708349227905
रं,0.7092232704162598
चोपड़ा,0.7091175317764282
आशय,0.709023118019104
जेएल,0.7088894248008728
केई,0.7088831067085266
अवकाश,0.7086278200149536
लिहाज,0.70857173204422
केरी,0.7085463404655457
माथुर,0.7085262537002563
गेल,0.708428144454956
चीला,0.7084038257598877
कुं,0.7083948850631714
अर्ली,0.7082814574241638
मशक्कत,0.7082690000534058
कालीन,0.7081773281097412
एेसे,0.7081612944602966
सैफई,0.7080078125
टर्मिनल,0.7080006003379822
चिह्नित,0.707898736000061
बाजवा,0.7078756093978882
चड्ढा,0.7077928781509399
हररोज,0.7077306509017944
तिल,0.7076658010482788
सरिया,0.7075870633125305
डाइट,0.7074742317199707
धूर,0.7074393630027771
भुक्तभोगी,0.7074006199836731
ओल,0.7073637843132019
फालोवर,0.7073188424110413
बटाला,0.7072340846061707
थ,0.7071929574012756
जौहरी,0.707182765007019
गस,0.7070862054824829
बख्शे,0.7068967819213867
जुए,0.7068704962730408
थ्रू,0.7068145275115967
अवि,0.7068090438842773
दूज,0.7067945003509521
पारा,0.7067139148712158
ढुंढ,0.7066552042961121
कौड़ी,0.7065935134887695
भूलवश,0.7065582275390625
जलपान,0.7065548896789551
मीसा,0.7065413594245911
सौं,0.706436038017273
ं,0.7063705921173096
आकस्मिक,0.7062976360321045
ईवा,0.7062134742736816
यूई,0.7061971426010132
लकिन,0.7060747146606445
पैशन,0.7058210372924805
बहीन,0.7057706117630005
अलबत्ता,0.7056868076324463
वर,0.7055861353874207
कारतूस,0.7055468559265137
गेस,0.705534815788269
तरप,0.7055277824401855
गु,0.7055022716522217
फाइबर,0.705467700958252
ओडर,0.7054378986358643
कुछेक,0.7053614258766174
बिशप,0.7053473591804504
यै,0.7052879333496094
हुलिया,0.705187201499939
स्वान,0.7050186395645142
जस्सी,0.7049846053123474
जट,0.7049416303634644
इश,0.7048558592796326
सोमा,0.7048221826553345
ऑर,0.7047672867774963
विपुल,0.7047640085220337
तहरीर,0.7047497034072876
सोम,0.7047276496887207
यूवा,0.7047120928764343
जयभीम,0.7046868205070496
देहाती,0.7046359181404114
गुलिस्ता,0.7045876979827881
मुरुगेसन,0.7045592069625854
गैरेज,0.7045506238937378
हुक,0.7045183181762695
पीक,0.7044256329536438
कुरौना,0.7043972611427307
टेट,0.7043720483779907
पहेली,0.7043123245239258
बरदान,0.7043045163154602
आरसी,0.7042871117591858
जिम्मी,0.7042557001113892
शहरी,0.7042144536972046
थर्मल,0.7041612267494202
ईन,0.7040835618972778
राही,0.7040741443634033
नर्व,0.7040261626243591
डिवाइडर,0.7040096521377563
आगर,0.7039403319358826
रबर,0.7039344310760498
चान,0.703903079032898
किक,0.7038801908493042
स्टांप,0.7038612365722656
ड़,0.7036845088005066
शिखा,0.7036690711975098
हगा,0.7036659717559814
अगया,0.7036409378051758
कछुआ,0.703636109828949
हिसा,0.7036299705505371
करबा,0.7036152482032776
पेली,0.7036135792732239
शर,0.7035766839981079
ईको,0.7035558223724365
टाउन,0.7034913301467896
फेरो,0.7034401297569275
लौह,0.7034112215042114
पनी,0.703406572341919
तपा,0.7034057974815369
बितर,0.7033712863922119
झालर,0.7033243775367737
लिहाजा,0.7033072710037231
शीला,0.7032639980316162
प्रज्ञा,0.7032307982444763
डाढ़ी,0.7032275795936584
बफर,0.7031879425048828
नदारद,0.7030963897705078
पोक,0.7030283212661743
कोरो,0.7029971480369568
आके,0.7029749155044556
बादी,0.7029507756233215
दली,0.7029004693031311
नीडर,0.7028537392616272
पुश्ते,0.7028326988220215
अंतरिम,0.7027461528778076
कोटी,0.702433168888092
गश्ती,0.702393651008606
ध्रुव,0.7023921012878418
शिकंजी,0.7023564577102661
अनुपस्थित,0.7023475170135498
फाल्गुनी,0.7023437023162842
मिनी,0.7023361921310425
चड्डा,0.7022453546524048
चिढ़ा,0.7022408843040466
कोमन,0.7022393345832825
तस,0.7022285461425781
लॉज,0.7022042274475098
जंक,0.7021839618682861
अछी,0.702153742313385
हांक,0.7021324634552002
वैशाली,0.7021281123161316
परचून,0.7021118402481079
अटैची,0.7020436525344849
औ,0.7020044326782227
डुप्लीकेट,0.7019448280334473
प्रदर्शनी,0.7018526792526245
रफू,0.7017877101898193
खण्ड,0.7017801403999329
वयं,0.7017040252685547
सबलोग,0.7017035484313965
बले,0.7015823125839233
करेंट,0.7015724182128906
विधिक,0.7015371918678284
जनपथ,0.7014967799186707
गुंजन,0.7014942169189453
राफैल,0.7014526724815369
ढाक,0.701378583908081
मिलाद,0.7013179659843445
प्रत्यारोपण,0.7012476921081543
यस,0.7012472748756409
लोल,0.7012187242507935
हांकी,0.7011772990226746
टटी,0.7010856866836548
जेके,0.7010291814804077
दहाई,0.7009885311126709
काक,0.7009440660476685
सेंध,0.7009124159812927
कैली,0.7009013295173645
तमसा,0.7008746862411499
गोताखोर,0.7008670568466187
कांट,0.7007723450660706
नतीजतन,0.7007149457931519
कदा,0.7006597518920898
सीमन,0.700650691986084
एसा,0.7006489634513855
हॉ,0.7006178498268127
बॉटम,0.7005916833877563
